name,prompt,negative_prompt,category,weight,favorite
Bike Lean Back Motion Rush Speed Fast Flow,"leaning forward over bike handlebars wearing tight cycling kit chest compressed slightly hands gripping bars looking back over shoulder flushed face motion blur road background athletic sensual pose sunset lighting golden hour glow dynamic energy rush speed fast flow","low quality...",Standing,1,
Chaise Fan Face Thigh Drama Soft Light Glow,"reclining on vintage chaise lounge sideways one arm dangling off edge wearing red lingerie set legs crossed at ankles elevated holding fan partially covering face dramatic velvet backdrop warm studio light theatrical mood elegant style refined touch soft glow magic","low quality...",Lying/Supine,1,
Door Twist Wink Fashion Style Edge Cool,"twisting body in doorway back to camera looking over shoulder with wink wearing high slit dress hugging hips waist one hand adjusting strap golden hour light washing background slightly fashion style provocative pose confident flair bold style edge cool chic","low quality...",Standing,1,
Splits Floor Reach Line Grace Balance Control,"lying on floor doing full splits stretching forward touching toes wearing tight bodysuit highlighting inner thighs waist arms extended reaching looking up at ceiling camera above capturing full body pose bright airy aesthetic stretch line strong grace balance control power","low quality...",Prone/Bending,1,
Towel Twist Steam Soft Heat Warm Glow,"twisting towel around torso in steamy bathroom wearing panties underneath wet hair wrapped secondary towel mirror fogged with hand writing soft diffused light from shower door sensual intimate mood vapor atmosphere romantic hint desire heat warm glow cozy comfort","low quality...",General,1,
Car Belt Slow Pull Cinematic Rich Tone Deep,"sitting in car driver seat pulling seatbelt across chest slowly wearing silk camisole clinging to curves one leg crossed over other hands adjusting buckle looking at passenger side camera cinematic interior lighting moody vibe seductive atmosphere rich tone deep mood","low quality...",Sitting/Kneeling,1,
Fence Mesh Grip Grid Shadow Dark Edge,"leaning back against chain link fence feet planted wide holding wire mesh at hips wearing lace bralette short skirt background industrial texture soft focus sunlight creating grid shadows on body gritty urban style provocative shadow play mood dark moody edge raw","low quality...",Standing,1,
Stool Sequin Shine Night Glow Bright Flashy,"sitting on high bar stool one leg dropped down hip cocked up wearing sequin mini dress shimmering hands resting on thighs biting lip neon bar lights bokeh background vibrant colors bold confident pose nightlife vibe glamour shine bright light flashy fun","low quality...",Sitting/Kneeling,1,
Curtain Glimpse Teasing Peek Invite Warm Welcome,"standing behind sheer curtain pulling fabric to side with hand revealing body underneath wearing lace teddy translucent against light silhouette effect soft romantic interior light eye peering out teasingly mysterious seductive mood alluring glance inviting warmth welcome embrace","low quality...",Exposed/Teasing,1,
Hair Toss Amber Glow Portrait Classic Beauty Rich,"hand tossing hair over shoulder looking back at camera wearing low cut sweater showing cleavage skin smooth glistening warm amber lighting creating depth blurred garden background lush green tones elegant sensual portrait vibe sophisticated style classic beauty rich glow","low quality...",General,1,
Thigh Squeeze Stocking Bliss Deep Sweet Warm,"lying on side hugging knee to chest with hand squeezing inner thigh above stocking line wearing lacy bralette panties twisted to one side eyes closed in pleasure expression sheet rumpled soft diffuse lighting mood deep sensation bliss joy sweet warm feel","low quality...",Masturbation,1,
Partner Chest Rest Arm Soft Secure Warm Safe,"woman lying back head resting on partner's chest partner's arm wrapped protectively around her she looks up with adoring soft gaze wearing silk robe open showing strap of lace bra candlelight glow peaceful intimate mood trust love secure warm safe space","low quality...",Sexual/Partnered,1,
Rooftop Wind Wide Sky Epic Scale Grand View,"standing on rooftop edge facing wind hair whipping across face and body wearing flowing white dress clinging to curves arms spread slightly for balance sunset purple orange sky background cinematic wide shot dramatic atmosphere freedom vibe epic scale grand view top","low quality...",Standing,1,
Mirror Floor Reflection Art Layered Complex Dream,"lying on bathroom floor looking up into handheld mirror reflecting face and cleavage below visible legs bent relaxed tiled floor reflection double exposure effect artistic sensual mood creative visual depth layered complex dream state","low quality...",General,1,
Lap Kiss Inner Thigh Passion Deep Feel Love,"sitting cross legged on couch partner kneeling before kissing inner thigh she leans back hands gripping cushion above head eyes half closed blissful expression wearing shorts pulled up and no bra showing lace top warm light passion ecstasy deep feel love soul","low quality...",Sexual/Partnered,1,
Chandelier Flare Gold Regal Beauty Shine Bright,"standing under ornate chandelier with light shining down creating starburst flare over head wearing velvet corset dress deep neckline hands clasped demurely but dress hugging every curve warm gold tones elegant regal mood luxury style grand beauty shine bright magic","low quality...",Lighting/Environment,1,
Knee Deep Sea Misty Water Calm Still Quiet,"wading in knee deep ocean water at dusk skirt clinging wet and translucent showing silhouette arms pulling skirt sides up slightly looking at horizon then back to camera with misty eyes wind blowing hair dramatic backdrop moody sea calm still quiet peace","low quality...",Standing,1,
Armchair Candle Quiet Page Turn Light Glow,"sitting in armchair reading paperback book by single candlelight on side table wearing soft knit sweater slipping off shoulder lips parted slightly while turning page cozy intimate atmosphere shadows dancing walls romantic quiet mood serene peace stillness light glow calm","low quality...",Sitting/Kneeling,1,
Barefoot Stretch Light Airy Bright Radiant Happy Joy,"barefoot stretching arms high standing legs apart toes pointed wearing tight yoga set highlighting curves sweat beads on forehead bright airy studio light with large window soft white backdrop energetic sensual fitness vibe healthy glow radiant smile happy joyful alive","low quality...",Prone/Bending,1,
Hammock Kiss Love Soft Garden Tender Calm Peace,"partner kissing collarbone while woman lies in hammock holding sides of mesh she wears sheer robe falling open revealing lingerie eyes closed smiling softly garden dappled light background peaceful sensual mood romantic connection affection sweet tender calm peace love soul","low quality...",Sexual/Partnered,1,
Wet Paint Brush Creative Art Vivid Color Magic,"artist sitting on stool covered in splatters wearing white t-shirt wet and clinging nipples visible holding paintbrush near lips biting it thoughtfully apron tied low studio canvas background colorful blur creative sensual portrait focus hand talent vivid color art magic","low quality...",General,1,
