name,prompt,negative_prompt,category,weight,favorite
2770 | Character | Character/Star Wars/Commander Cody — Classic Canon,"Commander Cody — Classic Canon, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2771 | Subject | Horror / Modern / Fungal Infected Survivor — Cinematic Entrance,"a fungal infected survivor, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur",Subject/Horror / Modern,1,
2772 | Location | Vehicles & Surfaces/Cruise Ship Balcony - Dawn,"on a cruise ship balcony with glass railing, outdoor chairs, white bulkheads and ocean horizon, at dawn with cool first light, quiet surroundings and long soft shadows","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Vehicles & Surfaces,1.0,False
2773 | Clothing | Male/Polished Culture/New York Professional - Evening Look / Braided Style - Evening Finish,"adult man, structured wool jacket, clean shirt, modern trousers and understated leather accessories, a polished suit or dinner jacket, precise shirt styling and minimal formal accessories, precise braided style with clean scalp detail, earth tones, black and bronze palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/New York Professional,1,False
2774 | Action | Cinematic/Loading Film Camera - Efficient,"threading film carefully through a vintage camera mechanism, movement brisk and efficient, shoulders and elbows coordinating smoothly","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Cinematic,1.0,False
2775 | Clothing | Female/Unbranded/Swimwear - Look 16 / Hair 10,"plunging one-piece swimsuit with low back and narrow shoulder straps, voluminous curly hair with defined ringlets, unbranded construction, no visible logos, realistic hems, accurate closures and layered texture","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Swimwear,1.0,False
2776 | Action | Cinematic/Opening Secret Compartment - Confident,"pressing a hidden catch as a concealed panel releases, action performed confidently with stable posture and precise object interaction","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Cinematic,1.0,False
2777 | Clothing | Male/Streetwear/Stone Island - Technical Track Jacket + Cargo And High Tops,"Stone Island technical track jacket with contrast taping, breathable panels, and precise branding, wide cargo trousers, branded high-top sneakers, compact crossbody bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Streetwear,1.0,False
2778 | Character | Character/Marvel/Luke Cage — Classic Canon,"Luke Cage — Classic Canon, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
2779 | Action | Self Care/Checking A Reflection - Relaxed Completion,"adjusting a small detail while looking toward a reflective surface, posture attentive, action complete, hands beginning to fall naturally","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Self Care,1.0,False
2780 | Location | Space & Speculative/Space Station Cupola - Quiet,"inside a space-station cupola with multiple observation windows, handrails, control panels and Earth below, during a quiet empty period with uncluttered sightlines and still atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Space & Speculative,1.0,False
2781 | Action | Horror/Barricading a Door - Close Detail,"dragging furniture into place and bracing the entrance, hands and interacting objects clearly visible with correct grip and scale","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Horror,1.0,False
"2782 | Location | Australia/Daintree Rainforest, Queensland - Wind Moving Through","Daintree Rainforest in Queensland, dense tropical canopy, giant ferns, twisted roots, clear creek, humid green depth, with steady wind moving branches and grasses, changing light across the ground","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Australia,1.0,False
